text,bad/good
Supreme Court refuses to pass order on Congress plea about BSY audio clip,0
Chhattisgarh: Bhupesh Baghel keeps up pressure on BJP over paddy procurement,0
"BJP leader, aide booked in Chinmayanand extortion case",0
"Following backlash, AP govt scraps order to rename Kalam award as YSR Vidya Puraskar",0
"Jharkhand: JMM-Congress talks hit hurdle, dispute over four seats",0
Dushyant Chautala: Haryana to move Bill to grant 75% job quota to state youth,0
"Ayodhya: We need to keep lines open, RSS, BJP tell Muslim leaders",0
"Chirag Paswan takes over baton from father, named LJP president",0
Jharkhand elections: JVM(P) to contest all 81 seats alone,0
"Detention centre lacking, Bengaluru police launch drive against illegal Bangla immigrants",0
"President okays Gujarat terror law: Confession, interception allowed",0
EPF ‘scam’: Former MD of UPPCL AP Mishra held,0
"ADG-rank officer to camp in Ayodhya, monitor security arrangements",0
‘Security reasons’: Goa Raj Bhavan closed to visitors for 6 months,0
"Delhi Police protest: At India Gate, families of cops say time to keep them safe",0
When a scientist met a humorist: The story of Pu La & Narlikar’s friendship,0
No Abhinandan will have to go to Pakistan to fight: JP Nadda,0
"No place for hooliganism, violence: Bar warns lawyers",0
"Police protest, handling of incident irk Home Ministry",0
Islamic State group attempted suicide attack in India last year: US official,0
"CBI raids 190 locations in multiple bank fraud cases worth Rs 7,000 crore",0
Video: UP teacher thrashed after asking students not to misbehave with girls,0
Body of woman found in sack in UP village,0
SC pulls up Haryana govt over boycott of Dalits in Hisar village,0
"Before Kartarpur Corridor, a struggle of five decades to reopen, restore gurdwara",0
Man who set Telangana revenue officer on fire not a farmer: police,0
Need clarity on ‘no coercive action’ order: Govt to HC,0
"Triggers behind Delhi’s Tis Hazari row: Parking, lock-up, gunshot",0
House panel to take up WhatsApp ‘snooping’ issue on November 20,0
Capital’s police pour out in protest,0
Finance Minister hints: Sops for home buyers and senior citizens,0
"First Sikh jatha crosses to Pak, 10k likely to attend Corridor opening",0
"Maharashtra: Congress will make every effort to keep BJP out of power, says Prithviraj Chavan",0
"House arrest: J&K HC dismisses plea, says prove arrest in proper forum",0
"Smuggling probe as cover, Bengaluru police tapped phones of 30 public figures",0
Express daily briefing: BCCI to scrap IPL opening ceremony; Bengaluru police tapped phones of 30 public figures,0
"Not only Kudankulam, ISRO, too, was alerted of cyber security breach",0
Elgaar Parishad case: Gautam Navlakha moves special court for anticipatory bail,0
Bar members seek restraint: Strike must end now,0
Watch: Gulmarg receives first snowfall of season,0
Security tightened in Mumbai ahead of Ayodhya case verdict,0
"SC raps Delhi, Punjab govts on pollution: ‘Want to rule from ivory tower and leave people to die’",0
Not at war with West Bengal government: Governor Jagdeep Dhankhar,0
"Chinmayanand case: SIT files 4700-page chargesheet in sexual assault, extortion case",0
PNB scam: UK court to hear Nirav Modi’s new bail application,0
"Babri was a mosque as per Sharia, but will accept SC verdict: Jamiat Ulama-i-Hind president",0
"Onion price hits Rs 80/kg: May allow private traders to import, says Paswan",0
"Deve Gowda has not phoned assuring support,says Yediyurappa",0
"Priyanka Chaturvedi: If Maharashtra needs Fadnavis, why large volume of tweets from outside state",0
Hope there is no repeat of 1992 post-SC Ayodhya verdict: Sharad Pawar,0
"A woman cannot be permitted to be treated like a chattel by her husband, says high court",0
Amarinder Singh on Pakistan Kartarpur song: ‘Have to be careful of hidden agenda’,0
Punjab MLAs to Bollywood: India’s musical ode to Kartarpur Corridor,0
"Day after SC rap, Punjab records season’s most farm fires — 6,668",0
Pak or China may have released poisonous gas: ‘Kamal Kamal Kamal’ leader on Delhi air pollution,0
‘Unfortunate that Centre is taking everything politically’: Kharge after Nehru Museum ouster,0
"Banners hailing Sidhu, Imran Khan as ‘real heroes’ of Kartarpur project surfaces in Amritsar",0
"Cyclone Maha weakens, will skirt Gujarat coast: IMD",0
Three lakh in one day: Rush of devotees chokes Sultanpur Lodhi,0
1984 anti-Sikh riots case: Sajjan Kumar’s bail plea in SC posted for next year,0
"Govt accuses former IAS officer who quit over Kashmir issue of ‘insubordination’, he hits back",0
"India views its privacy seriously, data imperialism not acceptable: Ravi Shankar Prasad",0
Kerala Lottery Today Results announced: First Prize is worth Rs 60 lakhs!,0
"Elgaar Parishad case: Bail plea of six activists rejected, court says their acts ‘against democracy’",0
"If we had numbers, wouldn’t have waited for anyone: Sharad Pawar on Maharashtra deadlock",0
Uddhav Thackeray hasn’t received any proposal from BJP: Sena’s Sanjay Raut,0
"PM Modi to ministers: No unnecessary statements on Ayodhya, maintain harmony",0
Amarinder welcomes SC order of financial aid to farmers on stubble burning,0
Genome Conservation: The jackfruit man,0
"Hooda, Vora granted regular bail by ED court in AJL plot allotment case",0
"Karnataka: BSY accepts demand, Deve Gowda says no permanent enemy in politics",0
Govindacharya’s plea against WhatsApp rides his long list of cases against foreign tech firms,0
A New Path: Saying it with flowers,0
Dera Sacha Sauda violence: Bail to Honeypreet after charges of waging war against govt dropped,0
Maharashtra: Injured tiger stuck in river for over 12 hours,0
"Maharashtra deadlock: Ally Shiv Sena refuses to budge, BJP leaders to meet Governor today",0
Disabled Colonel serves legal notice against former Adjutant General for disability remark,0
"Jharkhand elections: Tribal resentment, tainted turncoats among BJP’s key hurdles",0
"‘No permanent friends or enemies in politics,’ says JD(S)’ Deve Gowda",0
SC seeks report from Centre on plying of public transport vehicles in J-K during restrictions,0
"Sidhu writes second letter to MEA, seeks permission to visit Pakistan for Kartarpur ceremony",0
Reconsider decision to cancel Tipu Sultan’s birth anniversary celebrations: Karnataka HC to state govt,0
MP govt backs civic officials assaulted for removing hoardings,0
Give the Punjab farmer some time,0
"‘Don’t tell us your name, where is road map to check pollution’: SC blasts UP chief secy",0
"Top news today evening: SC raps Delhi, Punjab govts on pollution, Varanasi temple idols get masks",0
Jharkhand: Man dies as mob attacks two over battery theft,0
‘Kartarpur model’ may help resolve future conflicts: Manmohan Singh,0
Reconsider cancelling Tipu Sultan’s birth anniversary celebrations: HC to Karnataka govt,0
"J&K: Detained leaders may be moved, admin billed over Rs 3 crore",0
SIT files chargesheets in two Chinmayanand cases,0
"Arshad Madani: Respect SC verdict on Ayodhya, mediation failed as Hindu parties refused to budge",0
"To curb stubble burning, SC for cash incentive to farmers",0
"Four lawyers on police radar for violence, they say not the full picture",0
"Kartarpur model may help resolve future conflicts, says Manmohan Singh",0
Goa: HC slams cops for parading accused before media,0
"In Russia, Rajnath Singh co-chairs military cooperation meeting",0
Supreme Court seeks details on transport situation in J&K,0
"Iqbal Mirchi aide acted as gangster’s frontman, says ED",0
"Chinmayanand case: SIT torturing us, says law student’s mother",0
"House arrest plea junked, J&K leader says family stopped from leaving home",0
"Telangana: Empowered by PESA, village committees enforce prohibition in tribal areas",0
"Ayodhya verdict: Police stretched with religious events, UP seeks central forces",0
Unnao rape accused was in lock-up stormed by Delhi lawyers,0
"NMML Society rejig: Prasoon Joshi, PM biographer in, Congress leaders out",0
Kartarpur: India seeks access for VIP security,0
"Press Council awards for three from Express, its ICICI Bank scandal series",0
"Avoid out-of-turn statements on Ayodhya verdict, ministers told",0
Ex-IAS officer Kannan Gopinathan charged with  insubordination,0
"Deploy personnel on Visva-Bharati campus, HRD writes to CISF",0
"NMML Society rejig: Govt trying to rewrite history, says Congress",0
Elgar Parishad case: Pune court rejects bail pleas of six accused,0
"Church in Kerala sets up sena, enlists ex-military men",0
"Refrain in Ayodhya: No celebrations, no matter which way verdict goes",0
Elgaar Parishad case: Court to hear activist Gautam Navlakha’s anticipatory bail plea today,0
"Haryana spells out jail security around Dera head, he says deployment ‘sufficient’",0
"Sidhu stays away, writes third letter to MEA demanding Kartarpur crossover on Day 1",0
Maharashtra: Onion prices skyrocket; traders blame disruption of trade due to stock limit,0
"PM Modi realised long-cherished dream of millions with Kartarpur Corridor, says Amit Shah",0
Pakistan cannot make amendments unilaterally: India on Kartarpur passport issue,0
"Punjab records 4,741 farm fire incidents on Wednesday",0
Maharashtra: 4-year-old tiger stuck in river bed drowns,0
Express daily briefing: Church in Kerala sets up Sena; India vs Bangladesh T20I today; and more,0
From chapatis to pizzas: Langar menu expands in Sultanpur Lodhi,0
"Maharashtra govt formation highlights: No headway in govt formation as BJP, Sena refuse to budge",0
Danish Ali back as leader of BSP parliamentary party,0
Online repository set up to compile research on air quality in country,0
Run up to cashless toll tax: NHAI urges people to download FASTags for smoother journeys,0
SC dismisses review plea of man sent to death in Coimbatore siblings murder case,0
Maharashtra to get new BJP president before December 31,0
"PMLA court grants bail to Hooda, Vora in AJL plot allotment case",0
9-judge bench rejects plea to review ruling that gave birth to Collegium,0
Elgaar Parishad case: Special court denies bail pleas of 6 accused,0
"Justice Srikrishna warns: We may slide into Orwellian State, Big Brother snooping",0
"Haryana: Wearing siropas, five Congress MLAs walk barefoot, chant ‘Satnam-Waheguru’ in House",0
Abhay Chautala stages walkout from Haryana Assembly on Jat quota stir cases,0
"Koregaon Bhima Inquiry Panel: Not concerned with Elgaar Parishad, says Dalit leader Jogendra Kawade",0
"Ranjit Singh murder case: CBI court says ‘oldest matter in this court, must be decided expeditiously’",0
"India showcases Kashmiri kahwa, chicken biryani at China import expo",0
India calls for united global effort against terror financing,0
"Remain alert, deploy security in sensitive areas: Centre to states before Ayodhya verdict",0
Can think of taking ‘further decision’ if firm indication given on ‘core interests’: MEA on RCEP,0
Govt allows Navjot Sidhu to attend Kartarpur corridor opening ceremony,0
"WATCH: Srinagar receives season’s first snowfall, vehicular traffic between Jammu and Srinagar suspended",0
Shiv Sena scared of ‘poaching’ of MLAs by BJP: Congress,0
Neither celebrate nor protest over SC verdict on Ayodhya issue: Santosh Hegde,0
Army warns officials against 150 fake social media profiles who target personnel for sensitive info,0
Cyclone Bulbul very likely to intensify into ‘severe’ cyclonic storm: IMD,0
Two Army jawans killed in road accident in Jammu and Kashmir’s Kupwara,0
"Call me if ready to give CM’s post, otherwise don’t: Uddhav to BJP",0
"Ahead of Ayodhya verdict, VHP halts stone carving work, cancels all events",0
Supreme Court to hear on Nov 13 plea on elevation of Justice Akil Kureshi,0
"Nationalism an ideological poison, does not hesitate to transcend individual rights: Hamid Ansari",0
"Gujarat escapes cyclone Maha fury, rains likely for next 2 days: Everything we know",0
Elgaar Parishad case: Pune court to pass order on Gautam Navlakha’s anticipatory bail plea on Nov 12,0
Matters of health should not be politicised: West Bengal governor,0
"Top news today evening: BJP-Shiv Sena standoff continues, Pak uses Bhindranwale’s image in Kartarpur video and more",0
Remove Bhindranwale’s posters: India to Pakistan on Kartarpur video,0
"‘New map accurate, has not revised our boundary’: MEA to Nepal on Kalapani issue",0
"Ratul Puri threatened choppers scam accused against sharing info on father, uncle: ED",0
No question of returning to Maharashtra politics: Nitin Gadkari on race for CM post,0
Kerala sanctions Rs 1548-crore project to fund free internet for the poor,0
Kerala: BSNL contract employee ends life in office,0
Kerala Lottery Today Results announced: First Prize is worth Rs 70 lakhs!,0
BJP aims for foothold in Tamil Nadu through local body polls,0
Railway catering firm faces flak for casteist ad,0
PM Narendra Modi to visit Brazil next week for BRICS summit,0
"Gujarat: 10-year-old ‘molested’, accused on the run",0
‘Indian Sikhs won’t require passport to visit Kartarpur’: Pakistan FO confirms amid confusion,0
"Maharashtra deadlock: As Sena goes into huddle, BJP expects ally to soften stand",0
"Maharashtra: No end to Sena-BJP impasse, caretaker CM a possibility",0
"872 cattle deaths in 2 Patna gaushalas in past 2 years, PMC orders probe",0
"Eminent poet, novelist Nabaneeta Dev Sen passes away",0
"Ahead of Ayodhya verdict: States get MHA advisory, RPF cancels leave",0
"Visva-Bharati University: Students opposed, staff split as CISF gets back on security",0
Bihar BJP chief writes to CM Nitish Kumar over ‘graft’ in road construction,0
"BJP leader Murli Manohar Joshi calls for moral, cultural revolution",0
"Gujarat: 3 transgender persons ‘fall off’ train, one dead",0
Rajiv Gandhi assassination case convict Perarivalan granted month-long parole,0
"Jharkhand elections: Congress-JMM reach seat-sharing agreement, to be announced today",0
German and French development banks review Surat Metro project,0
Highest cash seizure of Rs 9.55 cr made by I-T in case against businessman in Pune: CBDT,0
SMC to purchase 7 rescue cushions  at Rs 13 lakh each,0
Ayodhya case verdict: Police identifying colleges for makeshift prisons,0
"Tihar DG: Can’t act against December 16 rape convicts, one has filed a mercy plea",0
Gujarat: Over 1.57 lakh farmers claim insurance after October’s unseasonal rain damaged crops,0
UP minister sends defamation notice to state Congress chief Ajay Kumar Lallu,0
Gujarat: Denotified tribes seek separate quota,0
"Hotels in Diu suffer losses after Diwali, panic over weather blamed",0
Traders upset as camels fetch low prices at Pushkar,0
Kerala: BSNL employee kills self over non-payment of salary,0
Nabaneeta Dev Sen (1938-2019): ‘She represented blend of humour and original vision’,0
"Curbs in J&K: Should govt have waited for riots to begin, SC asks Azad",0
"Pass an order we can understand, SC tells Bombay HC",0
New map has not revised boundary with Nepal: MEA,0
"Man held for posing as IPS officer, duping people of Rs 2.5 crore: Kerala cops",0
Jharkhand man beaten to death: Kin trash theft charge,0
Latest in Karnataka phone-tapping: Actor Sumalatha on list,0
"Army: Pakistan intel using fake gurus to target soldiers, families for info",0
Rakesh Asthana case: Polygraph report says bribe claim appears truthful,0
"Investment target crossed, MoUs worth Rs 92k crore signed, says Himachal CM",0
"Chhattisgarh: Families of two ‘Maoists’ claim fake encounter, refuse to take bodies",0
No connection of RSS with govt formation: Nitin Gadkari,0
"PM Modi: Himachal a land full of opportunities, an ideal state for investment",0
Supreme Court: No hard rule of not awarding death based on circumstantial evidence,0
Snowfall throws life in Kashmir out of gear,0
"VVIP Chopper deal: Kickbacks laundered, invested in company owned by Puri, says ED",0
Hope Pakistan stops sheltering terrorists now: Guru Nanak’s descendant,0
"After 12 yrs in jail, Faheem Ansari is out: Karkare told officials I was innocent",0
Delhi’s Tis Hazari violence: Lawyers in Alwar booked after clash with police,0
Justice Akil Kureshi elevation to Tripura High Court cleared,0
Shiv Sena guards its MLAs in hotel as BJP calls on Maharashtra Governor,0
"Elgar Parishad case: Navlakha involved in ‘Maoist fact-finding mission’, court told",0
"Fake marksheet scam effect: Haryana to verify certificates of all govt employees, college students",0
Govt revokes author Aatish Taseer’s OCI card for hiding father’s Pakistan origin,0
Harsimrat inaugurates new Sultanpur Lodhi railway station,0
"Kartarpur opening tomorrow, Pak Army overrules Imran Khan: Passport needed",0
"Ahead of Ayodhya verdict, CJI Gogoi to meet UP chief secretary, DGP to review law and order situation",0
"Maharashtra govt formation Highlight: Uddhav Thackeray counters, says Amit Shah had agreed to sharing CM’s post",0
Sidhu given political clearance to attend Kartarpur Corridor inauguration ceremony,0
CAI estimates 13.62 per cent in domestic cotton production,0
Express daily briefing: Govt revokes author Aatish Taseer’s OCI card; what next in Maharashtra; more,0
"Kartarpur Corridor Inauguration: PM to visit Gurdwara Ber Sahib, skip both state, SGPC pandals",0
Disqualified Karnataka MLAs approach SC to postpone December 5 bypolls,0
Aatish Taseer after OCI revocation: ‘India my country… had never before felt it necessary to articulate it’,0
Demonetisation a ‘terror attack’: Rahul Gandhi on three years of note ban,0
"Nitish Kumar visits Sultanpur Lodhi, meets Seechewal",0
"‘Deeply disturbing’: Hit by Pegasus spyware, activists and lawyers seek answers from govt",0
"Preparations at Sultanpur Lodhi, Dera Baba Nanak: Downpour ruins tents, pandals, langar halls",0
SC to hear CBI plea in Lawyers Collective FCRA violation case today,0
"Nationalism an ideological poison, says  Hamid Ansari",0
Kerala State Lottery Today Results announced: First Prize worth is 60 Lakh!,0
A retired village officer’s quest to keep his home plastic-free in Kerala,0
Pakistan to charge $20 fee from pilgrims using Kartarpur Corridor on opening day,0
"Cyclone Bulbul HIGHLIGHTS: Storm intensifies; rain pounds parts of Bengal, Odisha",0
Run for a cause,0
"Rajinikanth on joining BJP: ‘Many attempts made to saffronise me, but won’t be swayed’",0
"BJP stalwart Advani turns 92, PM Modi pays him a visit",0
Disappointed that India did not join RCEP: New Zealand minister,0
At least 11 killed in multiple vehicle crash in Andhra Pradesh,0
"No end to Maharashtra ‘power play’: How BJP, Sena blame game unfolded",0
‘Trolling after these words will test your meditation skills’: PM Modi to Ray Dalio on praising him,0
Pollution in India: How a farming revolution could solve stubble burning,0
"Cold wave intensifies in Himachal after fresh snowfall, rains",0
"Govt strips Gandhi family of SPG cover, to be given CRPF Z-plus security",0
"Jharkhand polls: JMM, Cong, RJD seal seat-sharing deal, project Hemant Soren as CM face",0
"Delhi Police-lawyers clash: Problems were from both sides, nobody claps with one hand, says SC",0
"IMA ponzi scam: CBI conducts searches at 15 locations in Karnataka, UP",0
"CJI Gogoi meets UP chief secretary, DGP; takes stock of security ahead of Ayodhya verdict",0
"SP will be in power in UP in 2022, wounds of demonetisation now deeper: Akhilesh",0
"Top news today evening: Devendra Fadnavis resigns as Maharashtra CM, govt strips Gandhi family of SPG cover and more",0
BSP moves SC to withdraw guest house case against SP supremo Mulayam Singh,0
Supreme Court verdict in Ayodhya title suit today,0
‘Did not even spare PM’: Devendra Fadnavis hits out at Sena for remarks on BJP leaders,0
"Ayodhya case: NSA, Gangsters Act for hate messages via social media, warns Noida admin",0
"Need unity of thought, action, says Manmohan Singh",0
Sonia Gandhi on note ban: Will ensure nation never forgets or forgives ‘Tughlaqi blunder’,0
Indian family to be deported from Israel amid crackdown on illegal migrant workers,0
Delhi govt takes in-principle decision for free pilgrimage to Nankana Sahib in Pakistan,0
CJI refers to bench headed by Justice Bobde a plea on grant of bail to convicts on HC delays,0
"Taseer’s OCI revoked: Writers term move ‘outrageous’, ‘vindictive’",0
Bihar: Maoists kill man after branding him as ‘police informer’,0
"‘Thank you for protecting me, my family’: Rahul to SPG after security downgraded",0
"Ayodhya verdict LIVE UPDATES: Supreme Court gives disputed land to new trust, mosque on alternate land",0
"Kartapur Corridor is one of love, many giving sinister designs to it: Pak Foreign Minister",0
"Amid Maharashtra crisis, Milind Deora suggests ‘NCP-Cong could form govt with support from other parties’",0
"Ayodhya verdict: We have to maintain peace even after SC judgment, says PM Modi",0
India’s maternal mortality rate declines by 6.2 per cent in a year,0
"Andhra court order: Prone to misuse, will damage media freedoms —  Editors Guild to state govt",0
"Younger of Gundecha brothers, Ramakant aimed at reviving dhrupad",0
SC to hear CBI plea against relief to Jaising NGO on November 14,0
INX Media case: Delhi HC reserves order on Chidambaram’s bail plea,0
Dilip Ghosh stands by cow milk having traces of gold remark,0
"Delhi: Bar Council temporarily suspend lawyers’ strike, threatens nationwide stir if no action against police",0
Justice Akil Kureshi elevated as Tripura HC chief justice,0
"Bihar: Grand Alliance yet to decide on leader, says Kushwaha",0
"Govt withdraws SPG security cover: Playing with lives of Gandhis, says Congress",0
Rajinikanth: Bid to smear me with BJP’s colour won’t succeed,0
J&K yet to decide on allowing congregation at Hazratbal on Prophet’s birth anniversary,0
One in four Indian men in 15-54 age group has anaemia: Study,0
Demonetisation led to economic disaster: Opposition,0
SC to hear Karnataka MLAs’ fresh plea to postpone bypolls on Nov 13,0
Ayodhya verdict tomorrow: Timeline of Ram Janmabhoomi-Babri Masjid title case,0
Soldier killed in Pakistan firing as Army foils infiltration bid,0
"Manjhi walks out of alliance, cites Tejashwi’s ‘ineffective’ leadership",0
Protect human rights of illegal immigrants in detention: HC to Karnataka govt,0
NSCN-IM urges Naga groups to  ‘get on board’ agreement,0
"Jharhand: Oppn seals seat-sharing deal; Cong gets 31 seats, Hemant Soren CM face",0
"In Punjab, less than 30% rape convictions in past four years",0
HC junks retired judge’s plaint against Sukhbir and Majithia,0
The Ayodhya dictionary,0
"Kartarpur corridor: Not an event that should be politicized, says Javadekar",0
NCRB data on farmers’ suicides is out with key omission — reasons,0
"BJP-led govts gave PIO and OCI cards to Aatish, eased norms for single parent",0
"Kartarpur inauguration HIGHLIGHTS: Kartarpur Corridor inaugurated, 562 pilgrims visit on Day 1",0
"Govt to end SPG cover for Gandhi family, Congress reacts angrily",0
Kartarpur Corridor opens today: First batch of 550 set to cross the border,0
"Ahead of Ayodhya ruling, CJI meets UP’s Chief Secretary, DGP in chamber",0
Devbhoomi can be karambhoomi… now we’ve to translate promised investment into reality: Himachal CM,0
"Ayodhya Verdict Reactions Live Updates: BJD, TMC, maintain silence on judgement",0
"Ahead of Ayodhya verdict, J&K’s Kishtwar put on indefinite curfew",0
"As Fadnavis quits, Uddhav says form govt or will look at options",0
Kartarpur corridor opens today amid  war of words on pilgrim passage rules,0
"Centre, Himachal Pradesh task force to push industrial growth, says Piyush Goyal",0
CPM softens stand on UAPA against 2 partymen,0
"Ayodhya verdict: PM Modi calls for calm — Whatever the verdict, it will not be anyone’s loss or victory",0
Maharashtra govt formation Highlights: Governor Bhagat Singh Koshyari invites BJP to form government,0
Govt may invite Brazil President as chief guest for 2020 R-Day,0
Express daily briefing: Kartarpur Corridor opens today; Bala movie review; more,0
"In SFJ’s Referendum 2020 app on Google, Capt sees ISI design",0
One in 4 Indian men in 15-54 yrs age group has anaemia: Study,0
"2 weeks on, Haryana govt remains a two-man Cabinet",0
"Ayodhya verdict: Section 144 imposed in Jammu, schools and colleges closed",0
"Sidhu reaches Kartarpur Corridor, ends five months of self-imposed political exile",0
Ayodhya verdict: How international media covered the most anticipated judgment,0
"MM Joshi calls Ayodhya verdict ‘historic’, Uma Bharti hails Advani’s devotion to temple cause",0
"After Ayodhya verdict, five key judgments CJI Gogoi has to deliver before retirement",0
"‘Similar to fall of Berlin Wall’: PM Modi on Ayodhya verdict, Kartarpur inauguration",0
"‘I stand vindicated, moment of fulfilment for me’: LK Advani on Ayodhya verdict",0
"Muslim League welcomes Ayodhya verdict, calls for self-restraint",0
Ayodhya verdict: Perhaps first judgement delivered on Saturday by SC,0
Ayodhya case has reached its right conclusion: RSS chief Mohan Bhagwat,0
"Ayodhya verdict neither provided equity nor justice, will consider review plea: Muslim body",0
PM Modi: Acceptance of Ayodhya verdict reflects our tolerant nature,0
"SC verdict on Ayodhya dispute: Temple at disputed site, alternative land for mosque",0
‘You’ve won hearts’: Navjot Singh Sidhu to Imran Khan after Kartarpur inauguration,0
"Maharashtra govt formation likely to be delayed after Ayodhya verdict, hints Sanjay Raut",0
Ayodhya land dispute case: What the verdict means to the litigants,0
"‘Everyday, for the last 28 years…’: Sonia Gandhi expresses gratitude to SPG",0
"Supreme Court Ayodhya judgment highlights: ‘One judgment, temple at disputed site, alternative land for mosque’",0
"Post Ayodhya verdict, Congress says in favour of construction of Ram temple",0
Ayodhya verdict: Justice Nazeer most sought judge in matters of religion in SC,0
Asaduddin Owaisi on Ayodhya verdict: ‘Supreme but not infallible’,0
Amit Shah on Ayodhya verdict: SC judgment will strengthen India’s unity,0
Ayodhya Verdict: Full Text,0
Sunni Central Waqf Board chairman welcomes SC verdict on Ayodhya,0
Operations at Kolkata airport suspended for 12 hours due to cyclone ‘Bulbul’,0
"Tushar Gandhi on Ayodhya verdict: If Godse tried today, he would have been ‘murderer and patriot’",0
"Ayodhya verdict: Citing demolition, court says land for masjid upholds equity, just outcome",0
Ayodhya verdict: Full house inside — and outside — Supreme Court,0
"Bridging 72 years with 9-km road: PM Modi, Imran Khan throw open Kartarpur Corridor",0
Ayodhya land dispute judgement is elaborate: Justice Bobde,0
We have simplified many procedures to attract investments: Himachal Minister,0
Ayodhya verdict: Court’s questions—and answers,0
J&K Internet shutdown cripples initiative that saved over 700,0
"Faith establishes birth place: A post script, unsigned",0
"Kartarpur corridor: Hailed as ‘real hero’ across border, Sidhu says he went to ‘thank my yaar’",0
"PM Modi inaugurates Kartarpur corridor, flags off first jatha: Feeling what Sikhs feel after kar seva",0
"Maharashtra Governor to BJP: Indicate willingness, ability to form govt",0
"Ayodhya verdict: Curfew in Kishtwar, Sec 144 imposed in Jammu",0
Maharashtra: All eyes on Congress top brass; Pawar calls party meet on Nov 12,0
24 mentions of ‘secular’ in Ayodhya verdict that underlines tolerance,0
Attack on Capt Abhimanyu’s house in 2016: HC grants bail to 2 accused,0
"Ayodhya Verdict: As police fan out, Aman Committees scan WhatsApp to keep peace intact",0
MEA slams Pakistan’s Ayodhya remarks,0
"Ayodhya verdict: Maharashtra parties welcome SC’s decision, appeal for peace",0
Ayodhya verdict: Internet services suspended in Aligarh,0
"IMA scam: Day after searches, CBI books two Karnataka officials for corruption",0
Koregaon Bhima Inquiry Commission gets fourth extension,0
Proposal to fruition: A 2-decade journey of Gurdwara Kartarpur Sahib,0
"Cyclone Bulbul lands, south Bengal hit by rain, wind",0
‘Pathological compulsion’ to comment on internal affairs: India on Pak’s Ayodhya remarks,0
"Kejriwal welcomes Ayodhya verdict, says keep calm",0
"In Punjab’s own ‘Ayodhya’, a peaceful day with crucial lessons in co-existence",0
"Ayodhya verdict: Culture Minister congratulates ASI, says its report to come out as a book",0
"Rebuilding Babri Masjid to welcoming Ram temple, how Cong re-calibrates",0
"SP says Ayodhya verdict ‘step in right direction’, BSP calls for harmony",0
"Gurbani recitation, special langar menu for inmates of Burail jail",0
Ayodhya verdict should be accepted by all: SP and BSP,0
Certain premises of SC’s Ayodhya verdict questionable: CPM,0
"Ayodhya verdict: 37 held in UP, online posts taken down",0
"BJP state chief attacks Mamata for ‘silence’ on Ayodhya judgment, Trinamool cites cyclone work",0
"Ayodhya verdict | At Ground Zero, sigh of relief: bawal khatam hua",0
"Raj Thackeray on Ayodhya verdict: ‘Balasaheb would have been happy, outcome of kar sevaks’ sacrifice",0
"Criminal trial: After 27 years, court looks at Kalyan proof",0
"Five judges unanimous on Ayodhya, call Babri razing illegal",0
"No Kashi, Mathura in near future: new Party-Parivar consensus",0
Ayodhya verdict: Sunni board says won’t go for review; Muslim parties cold to five-acre offer,0
"RSS chief Bhagwat welcomes Ayodhya verdict, says Sangh’s role over, up to govt now",0
"Out of limelight, LK Advani welcomes Ayodhya verdict, says his stand ‘vindicated’",0
Three-member mediation panel gets only a passing mention in Ayodhya verdict,0
"Ayodhya verdict: Adhir calls for avoiding politics, Salim says look ahead",0
It’s a relief for people and also police: Cops who witnessed Babri demolition,0
"Ayodhya verdict: Protest in JNU, ABVP opposes it with slogans",0
Ayodhya verdict: How the scales tilted in favour of temple parties,0
Happy lived to see Ayodhya verdict: Dalit who laid the first brick,0
Death of baby: Licence of 3 doctors suspended for 3 months,0
"Ayodhya verdict: From backroom boy to Prime Minister, Narendra Modi’s mandir journey",0
Former Chief Election Commissioner TN Seshan passes away,0
"No place for fear, bitterness in new India: PM",0
Punjab: Devotees throng to see five-century-old sacred tree at Gurdwara Ber Sahib,0
Will or won’t: Ball in Sena’s court,0
Demand raised for resumption of Amritsar to Nankana Sahib bus service,0
Crimes spike on cyber space in Gujarat,0
Morning news briefing: Cyclone Bulbul makes landfall between WB and Bangladesh; mood in Ayodhya after SC verdict and more,0
"Maharashtra govt formation Highlights: Governor invites Sena to form govt, NCP dials Uddhav Thackeray",0
"Now, Maharashtra Governor invites Sena to form government tomorrow",0
"NSA Ajit Doval meets Hindu, Muslim religious leaders post Ayodhya verdict",0
Ram temple issue changed country’s character… We need to tell people that humanism is above nationalism: Ashok Gehlot,0
BJP announces first list of 52 candidates for Jharkhand polls,0
"In Guru’s name, Punjab and UT go on holiday spree",0
"PM Modi, Mamata Banerjee connect over Cyclone Bulbul after ‘refusing’ his calls on Cyclone Fani",0
Gujarat: World’s first CNG port terminal gets nod,0
"20 killed, thousands evacuated as Cyclone Bulbul batters Bengal, Odisha and Bangladesh",0
Kerala Lottery Today Results announced: First prize worth Rs 60 lakh!,0
2017-18 ‘terrible’ choice for new GDP base year: Jairam Ramesh,0
Emotions blur borders as history marks Kartarpur opening,0
‘Most cases of banking frauds are reported during festive season’: Rajdipsinh Zala,0
Akhilesh Yadav targets BJP over Moody’s cutting India’s credit rating outlook,0
"Will not form govt, Shiv Sena can go ahead with Cong-NCP: Maharashtra BJP to Governor",0
Heard in BJP corridors: How will Shiv Sena explain betraying mandate & Hindutva plank,0
"‘Hitler is dead’: Shiv Sena mocks BJP again, heaps praise on Congress",0
